ID,Category,SubCategory,StateName,ChineseName,Description,Priority,Reference
CameraStatesFull_274,Combat,Boss,Boss_Fight_Phase1,Boss战第一阶段,一阶段,1,All
CameraStatesFull_275,Combat,Boss,Boss_Fight_Phase2,Boss战第二阶段,二阶段,1,All
CameraStatesFull_276,Combat,Boss,Boss_Fight_Phase3,Boss战第三阶段,三阶段,1,All
CameraStatesFull_277,Combat,Boss,Boss_PhaseTransition,Boss阶段转换,阶段转换,1,All
CameraStatesFull_278,Combat,Boss,Boss_PhaseChangeDrama,阶段变化戏剧,阶段戏剧,1,All
CameraStatesFull_279,Combat,Boss,Boss_PhaseResetRecenter,阶段重置回中,重置回中,1,All
CameraStatesFull_280,Combat,Boss,Boss_Enrage,Boss狂暴状态,狂暴,1,All
CameraStatesFull_281,Combat,Boss,Boss_EnrageCam,Boss狂暴镜头,狂暴镜头,1,All
CameraStatesFull_282,Combat,Boss,Boss_SpecialAttack,Boss特殊攻击,特殊攻击,1,All
CameraStatesFull_283,Combat,Boss,Boss_AreaAttack,Boss范围攻击,范围攻击,1,All
CameraStatesFull_284,Combat,Boss,Boss_EnvironmentalImpact,Boss环境冲击,环境冲击,1,All
CameraStatesFull_285,Combat,Boss,Boss_Staggered,Boss硬直,Boss硬直,1,All
CameraStatesFull_286,Combat,Boss,Boss_Down,Boss倒地,Boss倒地,1,All
CameraStatesFull_287,Combat,Boss,Boss_FinalBlow,Boss最终一击,最终一击,1,All
CameraStatesFull_288,Combat,Boss,Boss_Death,Boss死亡演出,Boss死亡,1,All
CameraStatesFull_289,Combat,Boss,Boss_DeathSpectate,Boss死亡观战,死亡观战,1,All
CameraStatesFull_290,Combat,Boss,Boss_Victory,Boss战胜利,胜利,1,All
CameraStatesFull_291,Combat,Boss,Boss_LockWide,Boss战广角锁定,广角锁定,1,All
CameraStatesFull_292,Combat,Boss,Boss_LockHighAngle,Boss战高角度锁定,高角度,1,All
CameraStatesFull_293,Combat,Boss,Boss_LockArena,Boss战竞技场锁定,竞技场锁定,1,All
CameraStatesFull_294,Combat,Boss,Boss_GiantEnemy,巨型Boss,巨型Boss,1,All
CameraStatesFull_295,Combat,Boss,Boss_GiantAdapt,巨型Boss自适应,巨型自适应,1,All
CameraStatesFull_296,Combat,Boss,Boss_FlyingEnemy,飞行Boss,飞行Boss,1,All
CameraStatesFull_297,Combat,Boss,Boss_FlyingChase,飞行Boss追踪,飞行追踪,1,All
CameraStatesFull_298,Combat,Boss,Boss_MultiPart,多部位Boss,多部位,1,All
CameraStatesFull_299,Combat,Boss,Boss_MultiPhase,多阶段Boss,多阶段,1,All
CameraStatesFull_300,Combat,Boss,Boss_MultiBossOrbit,多Boss轨道,多Boss,2,Some
CameraStatesFull_301,Combat,Boss,Boss_Arena,竞技场边界相机,边界相机,1,All
CameraStatesFull_302,Combat,Boss,Boss_ArenaBound,竞技场边界限制,边界限制,1,All
CameraStatesFull_303,Combat,Boss,Boss_ArenaBoundaryPan,竞技场边界平移,边界平移,1,All
CameraStatesFull_304,Combat,Boss,Boss_ProximityWide,Boss接近时广角,接近广角,1,All
CameraStatesFull_305,Combat,Boss,Boss_WeaknessReveal,Boss弱点揭示,弱点揭示,2,Some
CameraStatesFull_306,Combat,Boss,Boss_WeakPointHighlight,Boss弱点高亮,弱点高亮,2,Some
CameraStatesFull_307,Combat,Boss,Boss_TeleportReveal,Boss传送揭示,传送揭示,2,Some
CameraStatesFull_308,Combat,Boss,Boss_SummonCam,Boss召唤镜头,召唤镜头,1,All
CameraStatesFull_309,Combat,Boss,Boss_SummonAllyAssistLock,召唤协助锁定,协助锁定,2,Some
CameraStatesFull_310,Combat,Boss,Boss_SiegeWeaponTarget,攻城武器瞄准,攻城瞄准,3,Few
CameraStatesFull_311,Combat,Boss,Boss_HealthBarOverlay,血条覆盖,血条覆盖,1,All
CameraStatesFull_312,Combat,Boss,Boss_ComboBreakCam,连招打断镜头,打断镜头,1,All
CameraStatesFull_313,Combat,Boss,Boss_SpawnIntro,Boss生成登场,生成登场,1,All
CameraStatesFull_314,Combat,Boss,Boss_DespawnOutro,Boss消失退场,消失退场,1,All
CameraStatesFull_315,Combat,Boss,Boss_ArenaConstrain,竞技场约束,竞技场约束,1,All
CameraStatesFull_316,Combat,Ranged,Ranged_Aim,瞄准状态,瞄准,1,All
CameraStatesFull_317,Combat,Ranged,Ranged_Aim_Precise,精确瞄准,精确瞄准,1,All
CameraStatesFull_318,Combat,Ranged,Ranged_Aim_Scope,瞄准镜视角,瞄准镜,2,Some
CameraStatesFull_319,Combat,Ranged,Ranged_Fire,射击瞬间,射击,1,All
CameraStatesFull_320,Combat,Ranged,Ranged_Reload,装填弹药,装填,1,All
CameraStatesFull_321,Combat,Ranged,Ranged_BowDraw,拉弓蓄力,拉弓,1,All
CameraStatesFull_322,Combat,Ranged,Ranged_BowRelease,放箭,放箭,1,All
CameraStatesFull_323,Combat,Ranged,Ranged_ThrowPrepare,投掷准备,投掷准备,1,All
CameraStatesFull_324,Combat,Ranged,Ranged_ThrowRelease,投掷释放,投掷,1,All
CameraStatesFull_325,Combat,Ranged,Ranged_Crossbow,弩箭瞄准,弩箭,1,All
CameraStatesFull_326,Combat,Ranged,Ranged_Magic_Aim,魔法瞄准,魔法瞄准,1,All
CameraStatesFull_327,Combat,Ranged,Ranged_Magic_Cast,魔法施放,魔法施放,1,All
CameraStatesFull_328,Combat,Ranged,Ranged_Magic_CastArc,魔法施法弧线,施法弧线,1,All
CameraStatesFull_329,Combat,Ranged,Ranged_Magic_Channel,魔法引导,魔法引导,1,All
CameraStatesFull_330,Combat,Ranged,Ranged_SpellCastAim,施法瞄准,施法瞄准,1,All
CameraStatesFull_331,Combat,Ranged,Ranged_ZoomOut,远程战斗拉远,远程拉远,1,All
CameraStatesFull_332,Combat,Ranged,Ranged_Gun,枪械射击,枪械,1,Bloodborne
CameraStatesFull_333,Combat,Multiplayer,Coop_SummonAlly,召唤友军,召唤友军,1,All
CameraStatesFull_334,Combat,Multiplayer,Coop_SummonWait,召唤等待,召唤等待,1,All
CameraStatesFull_335,Combat,Multiplayer,Coop_Combat,协力战斗,协力战斗,1,All
CameraStatesFull_336,Combat,Multiplayer,Coop_Revive,复活队友,复活队友,1,All
CameraStatesFull_337,Combat,Multiplayer,PvP_Invade,入侵被入侵,入侵,1,All
CameraStatesFull_338,Combat,Multiplayer,PvP_Duel,PvP决斗,决斗,1,All
CameraStatesFull_339,Combat,Multiplayer,PvP_DeathCam,PvP死亡视角,PvP死亡,1,All
CameraStatesFull_340,Combat,DeadAngle,Combat_DeadAngle,死角修正,死角修正,1,All
CameraStatesFull_341,Combat,DeadAngle,Combat_TargetLost,目标丢失搜索,目标丢失,1,All
CameraStatesFull_342,Combat,DeadAngle,Combat_TargetSearch,目标搜索状态,目标搜索,1,All
CameraStatesFull_343,Combat,DeadAngle,Combat_TargetReacquire,目标重新获取,目标重获,1,All
CameraStatesFull_344,Combat,Summon,Summon_SpiritAsh,灵灰召唤,灵灰,1,EldenRing
CameraStatesFull_345,Combat,Summon,Summon_NPC,NPC召唤,NPC召唤,1,All
CameraStatesFull_346,Combat,Summon,Summon_Player,玩家召唤,玩家召唤,1,All
CameraStatesFull_347,Environment,Door,Door_Approach,接近门,接近门,2,All
CameraStatesFull_348,Environment,Door,Door_Open_Normal,普通开门,普通开门,1,All
CameraStatesFull_349,Environment,Door,Door_Open_Heavy,推重门,推重门,1,All
CameraStatesFull_350,Environment,Door,Door_Open_Slow,缓慢开门,缓慢开门,2,All
CameraStatesFull_351,Environment,Door,Door_Open_Kick,踢门,踢门,2,Some
CameraStatesFull_352,Environment,Door,Door_Open_Pull,拉门,拉门,2,All
CameraStatesFull_353,Environment,Door,Door_Open_Pan,开门平移镜头,开门平移,1,All
CameraStatesFull_354,Environment,Door,Door_BossFog_Enter,穿过Boss雾门,雾门进入,1,All
CameraStatesFull_355,Environment,Door,Door_BossFog_Exit,离开Boss雾门,雾门离开,1,All
CameraStatesFull_356,Environment,Door,Door_Locked,门被锁,门被锁,1,All
CameraStatesFull_357,Environment,Door,Door_Unlock,解锁门,解锁,1,All
CameraStatesFull_358,Environment,Door,Door_Shortcut,打开捷径门,捷径门,1,All
CameraStatesFull_359,Environment,Door,Gate_Raise,升起闸门,升闸门,1,All
CameraStatesFull_360,Environment,Door,Gate_Lower,降下闸门,降闸门,1,All
CameraStatesFull_361,Environment,Door,Gate_UnlockSequence,门解锁序列,解锁序列,1,All
CameraStatesFull_362,Environment,Door,Portcullis,吊闸操作,吊闸,2,Some
CameraStatesFull_363,Environment,Door,Drawbridge,吊桥操作,吊桥,2,Some
CameraStatesFull_364,Environment,Destructible,Destructible_Hit,攻击可破坏物,攻击破坏物,1,All
CameraStatesFull_365,Environment,Destructible,Destructible_Break,破坏物破碎,破坏物破碎,1,All
CameraStatesFull_366,Environment,Destructible,IllusoryWall_Reveal,幻影墙消失揭示,幻影墙,1,All
CameraStatesFull_367,Environment,Destructible,HiddenPath_Discover,发现隐藏通道,隐藏通道,1,All
CameraStatesFull_368,Environment,Destructible,HiddenWall_Slide,隐藏墙滑动,隐藏墙滑动,1,All
CameraStatesFull_369,Environment,Destructible,HiddenDoor,隐藏门,隐藏门,1,All
CameraStatesFull_370,Environment,Destructible,SecretRoom_Enter,进入秘密房间,秘密房间,1,All
CameraStatesFull_371,Environment,Destructible,SecretPassage,秘密通道,秘密通道,1,All
CameraStatesFull_372,Environment,Destructible,BreakableFloor,地板塌陷,地板塌陷,1,All
CameraStatesFull_373,Environment,Destructible,CollapsingPlatform,平台崩塌,平台崩塌,1,All
CameraStatesFull_374,Environment,Destructible,CrackedWall_Break,裂墙破坏,裂墙破坏,1,All
CameraStatesFull_375,Environment,Mechanism,Lever_Pull,拉杆操作,拉杆,1,All
CameraStatesFull_376,Environment,Mechanism,Lever_PullClose,拉杆特写,拉杆特写,1,All
CameraStatesFull_377,Environment,Mechanism,Button_Press,按钮按下,按钮,1,All
CameraStatesFull_378,Environment,Mechanism,Wheel_Turn,转动轮盘,轮盘,2,Some
CameraStatesFull_379,Environment,Mechanism,Chain_Pull,拉链条,链条,2,Some
CameraStatesFull_380,Environment,Mechanism,Crank_Turn,转动曲柄,曲柄,2,Some
CameraStatesFull_381,Environment,Mechanism,PressurePlate,踩踏板,踏板,2,Some
CameraStatesFull_382,Environment,Mechanism,Mechanism_Operate,机关操作,机关操作,1,All
CameraStatesFull_383,Environment,Trap,Trap_Trigger,触发陷阱,陷阱触发,1,All
CameraStatesFull_384,Environment,Trap,Trap_TriggerDodge,陷阱触发闪避,陷阱闪避,1,All
CameraStatesFull_385,Environment,Trap,Trap_Arrow,箭矢陷阱,箭矢陷阱,1,All
CameraStatesFull_386,Environment,Trap,Trap_Blade,刀刃陷阱,刀刃陷阱,1,All
CameraStatesFull_387,Environment,Trap,Trap_Spike,尖刺陷阱,尖刺陷阱,1,All
CameraStatesFull_388,Environment,Trap,Trap_Boulder,滚石陷阱,滚石陷阱,1,All
CameraStatesFull_389,Environment,Trap,Trap_Pit,地洞陷阱,地洞陷阱,1,All
CameraStatesFull_390,Environment,Trap,Trap_Poison,毒气陷阱,毒气陷阱,1,All
CameraStatesFull_391,Environment,Trap,Trap_Explosion,爆炸陷阱,爆炸陷阱,1,All
CameraStatesFull_392,Environment,Elevator,MovingPlatform,移动平台,移动平台,1,All
CameraStatesFull_393,Environment,Elevator,Elevator_Ride,乘坐电梯升降机,电梯乘坐,1,All
CameraStatesFull_394,Environment,Elevator,Elevator_Arrive,电梯到达,电梯到达,1,All
CameraStatesFull_395,Environment,Elevator,Elevator_ShaftFall,电梯井坠落,电梯井坠落,2,Some
CameraStatesFull_396,Environment,Light,Torch_Light,点燃火把,点燃火把,1,All
CameraStatesFull_397,Environment,Light,Torch_Extinguish,熄灭火把,熄灭火把,2,Some
CameraStatesFull_398,Environment,Light,Brazier_Light,点燃火盆,点燃火盆,2,Some
CameraStatesFull_399,Environment,Light,Lantern_Raise,举起提灯,举起提灯,1,Bloodborne
CameraStatesFull_400,Environment,Light,Lantern_Lower,放下提灯,放下提灯,1,Bloodborne
CameraStatesFull_401,Environment,Light,Darkness_Enter,进入黑暗区域,进入黑暗,1,All
CameraStatesFull_402,Environment,Light,Darkness_Exit,离开黑暗区域,离开黑暗,1,All
CameraStatesFull_403,Environment,Light,Darkness_Adapt,黑暗适应,黑暗适应,2,Some
CameraStatesFull_404,Environment,Light,Fog_Enter,进入迷雾,进入迷雾,1,All
CameraStatesFull_405,Environment,Light,Fog_Exit,离开迷雾,离开迷雾,1,All
CameraStatesFull_406,Environment,Light,Underwater_Vision,水下视觉,水下视觉,2,Some
CameraStatesFull_407,Environment,POI,POI_Peek,兴趣点窥视,兴趣点窥视,2,All
CameraStatesFull_408,Environment,POI,POI_ProjectileTrack,投掷物追踪,投掷物追踪,2,All
CameraStatesFull_409,Environment,POI,POI_MechanismShow,机关展示,机关展示,2,All
CameraStatesFull_410,Environment,POI,POI_TowerReveal,远方高塔揭示,高塔揭示,2,All
CameraStatesFull_411,Environment,POI,POI_LandmarkHint,地标提示,地标提示,2,All
CameraStatesFull_412,Environment,POI,POI_DiscoveryZoom,发现zoom,发现zoom,2,All
CameraStatesFull_413,Environment,POI,Guided_PathCamera,引导路径相机,引导路径,2,Some
CameraStatesFull_414,Environment,POI,Guided_DirectionHint,方向提示,方向提示,2,Some
CameraStatesFull_415,Environment,POI,Event_Highlight,事件高亮提示,事件高亮,2,All
CameraStatesFull_416,Environment,Puzzle,Puzzle_Overview,解谜全景,解谜全景,2,Some
CameraStatesFull_417,Environment,Puzzle,Puzzle_Focus,解谜聚焦,解谜聚焦,2,Some
CameraStatesFull_418,Environment,Puzzle,Puzzle_Rotate,解谜旋转视角,解谜旋转,2,Some
CameraStatesFull_419,Environment,Puzzle,Puzzle_SemiFixed,解谜半固定镜头,解谜半固定,2,Some
CameraStatesFull_420,Environment,Puzzle,Puzzle_Solved,解谜完成,解谜完成,2,Some
CameraStatesFull_421,Environment,Puzzle,Puzzle_PiecePlace,谜题放置,谜题放置,2,Some
CameraStatesFull_422,Environment,Puzzle,Puzzle_GlyphCarving,符文雕刻,符文雕刻,2,Some
CameraStatesFull_423,Environment,Hazard,Env_BridgeCollapse,桥梁崩塌,桥梁崩塌,1,All
CameraStatesFull_424,Environment,Hazard,Env_RuinCollapseEscape,遗迹坍塌逃脱,遗迹坍塌,2,Some
CameraStatesFull_425,Environment,Hazard,Env_WindCurrentSway,风流摇摆,风流摇摆,2,Some
CameraStatesFull_426,Environment,Hazard,Env_WaterCurrentDrift,水流漂移,水流漂移,2,Some
CameraStatesFull_427,Environment,Hazard,Env_IceSlipRecovery,冰面滑倒恢复,冰面滑倒,2,Some
CameraStatesFull_428,Environment,Altar,Altar_Ignite,祭坛点燃,祭坛点燃,2,Some
CameraStatesFull_429,Environment,Altar,Altar_Offering,祭坛供奉,祭坛供奉,2,Some
CameraStatesFull_430,Environment,Altar,Altar_Activate,祭坛激活,祭坛激活,2,Some
CameraStatesFull_431,Environment,Altar,StoneCircle_Activate,石圈激活,石圈激活,2,Some
CameraStatesFull_432,Item,Pickup,Item_Pickup_Normal,普通物品拾取,普通拾取,1,All
CameraStatesFull_433,Item,Pickup,Item_Pickup_LowAngle,拾取低角度,低角度拾取,1,All
CameraStatesFull_434,Item,Pickup,Item_Pickup_Important,重要物品拾取,重要拾取,1,All
CameraStatesFull_435,Item,Pickup,Item_Pickup_KeyItem,关键道具拾取,关键拾取,1,All
CameraStatesFull_436,Item,Pickup,Item_Pickup_KeyItemReveal,关键物品揭示,关键揭示,1,All
CameraStatesFull_437,Item,Pickup,Item_Pickup_Weapon,拾取武器,拾取武器,1,All
CameraStatesFull_438,Item,Pickup,Item_Pickup_Armor,拾取防具,拾取防具,1,All
CameraStatesFull_439,Item,Pickup,Item_Pickup_Lore,拾取文档笔记,拾取文档,1,All
CameraStatesFull_440,Item,Pickup,Item_Examine,检查物品,检查物品,1,All
CameraStatesFull_441,Item,Pickup,Item_InspectRotate,物品旋转检视,旋转检视,2,Some
CameraStatesFull_442,Item,Pickup,Item_TrophyInspect,战利品检视,战利品检视,2,Some
CameraStatesFull_443,Item,Pickup,Corpse_Loot,搜刮尸体,搜刮尸体,1,All
CameraStatesFull_444,Item,Pickup,Corpse_LootApproach,尸体拾取接近,尸体接近,1,All
CameraStatesFull_445,Item,Pickup,Chest_Open,开箱子,开箱子,1,All
CameraStatesFull_446,Item,Pickup,Chest_OpenZoom,宝箱打开zoom,宝箱zoom,1,All
CameraStatesFull_447,Item,Pickup,Chest_OpenReveal,宝箱打开揭示,宝箱揭示,1,All
CameraStatesFull_448,Item,Pickup,Chest_OpenMimic,开到宝箱怪,宝箱怪,1,All
CameraStatesFull_449,Item,Pickup,Treasure_Reveal,宝藏揭示,宝藏揭示,1,All
CameraStatesFull_450,Item,Pickup,Currency_Collect,收集货币魂,收集货币,1,All
CameraStatesFull_451,Item,Bloodstain,Bloodstain_Touch,触碰血迹,触碰血迹,1,All
CameraStatesFull_452,Item,Bloodstain,Bloodstain_View,观看血迹回放,血迹回放,1,All
CameraStatesFull_453,Item,Bloodstain,Bloodstain_Retrieve,取回血迹魂,取回魂,1,All
CameraStatesFull_454,Item,Bloodstain,Bloodstain_Replay,血迹回放,血迹回放,1,All
CameraStatesFull_455,Item,Bloodstain,LostRunes_Chase,追回失落魂镜头,追回魂,1,All
CameraStatesFull_456,Item,Bloodstain,SoulDrop_Recovery,灵魂掉落恢复,灵魂恢复,1,All
CameraStatesFull_457,Item,Bloodstain,Soul_Return,灵魂返回,灵魂返回,1,All
CameraStatesFull_458,Item,Message,Message_Read,阅读地上的信息,阅读信息,1,All
CameraStatesFull_459,Item,Message,Message_ReadZoom,信息阅读zoom,信息zoom,1,All
CameraStatesFull_460,Item,Message,Message_Write,书写信息,书写信息,1,All
CameraStatesFull_461,Item,Use,Item_Use_Estus,使用回复药水,使用药水,1,All
CameraStatesFull_462,Item,Use,Item_Use_EstusSip,喝药特写,喝药特写,1,All
CameraStatesFull_463,Item,Use,Item_Use_Consumable,使用消耗品,使用消耗品,1,All
CameraStatesFull_464,Item,Use,Item_Use_ConsumableCloseUp,消耗品使用特写,消耗品特写,1,All
CameraStatesFull_465,Item,Use,Item_Use_Buff,使用增益物品,使用增益,1,All
CameraStatesFull_466,Item,Use,Item_Use_BuffActivate,增益激活,增益激活,1,All
CameraStatesFull_467,Item,Use,Item_Use_Throwable,使用投掷物,使用投掷物,1,All
CameraStatesFull_468,Item,Use,Item_Use_KeyItem,使用关键道具,使用关键道具,1,All
CameraStatesFull_469,Item,Use,Item_Use_SpecialItem,使用特殊道具,使用特殊道具,1,All
CameraStatesFull_470,Item,Use,Item_Use_Gesture,使用手势表情,使用手势,1,All
CameraStatesFull_471,Item,Use,Item_Use_Relic,遗物激活,遗物激活,2,Some
CameraStatesFull_472,Item,Use,Item_Use_ChaliceDrink,圣杯饮用,圣杯饮用,1,Bloodborne
CameraStatesFull_473,Item,Equip,Equip_Weapon_Switch,切换武器,切换武器,1,All
CameraStatesFull_474,Item,Equip,Equip_TwoHand,双持切换,双持切换,1,All
CameraStatesFull_475,Item,Equip,Equip_Spell_Switch,切换法术,切换法术,1,All
CameraStatesFull_476,Item,Equip,Equip_Item_Switch,切换道具栏,切换道具,1,All
CameraStatesFull_477,Item,Equip,Equip_Armor_Change,更换防具,更换防具,1,All
CameraStatesFull_478,Item,Equip,Equip_AccessoryChange,更换饰品,更换饰品,1,All
CameraStatesFull_479,Item,Equip,Equip_Inspect,装备检视,装备检视,1,All
CameraStatesFull_480,Item,Equip,Equip_Transform,武器变形,武器变形,1,Bloodborne
CameraStatesFull_481,Item,Upgrade,Upgrade_RuneInspect,符文升级材料检视,符文检视,1,All
CameraStatesFull_482,Item,Upgrade,Upgrade_SmithingView,铁匠锻造视角,锻造视角,1,All
CameraStatesFull_483,Item,Upgrade,Upgrade_EnchantView,附魔视角,附魔视角,1,All
CameraStatesFull_484,Item,Upgrade,Upgrade_SuccessReveal,强化成功展示,强化成功,1,All
CameraStatesFull_485,Item,Upgrade,Upgrade_Confirm,升级确认,升级确认,1,All
CameraStatesFull_486,Item,Craft,Craft_Detail,制作细节,制作细节,2,Some
CameraStatesFull_487,Item,Craft,Craft_Animation,制作动画,制作动画,2,Some
CameraStatesFull_488,Item,Craft,Craft_PotionMixing,药水调配,药水调配,2,Some
CameraStatesFull_489,Item,Craft,Craft_FragmentInsertion,碎片插入,碎片插入,2,Some
CameraStatesFull_490,Item,Craft,Craft_MemoryFragmentRecall,记忆碎片回溯,记忆回溯,2,Some
CameraStatesFull_491,Item,Map,Map_MarkerPlace,地图标记放置,地图标记,1,EldenRing
CameraStatesFull_492,Item,Map,Map_Overview,地图总览,地图总览,1,EldenRing
CameraStatesFull_493,NPC,Dialogue,Dialogue_Approach,接近NPC,接近NPC,1,All
CameraStatesFull_494,NPC,Dialogue,Dialogue_Enter,进入对话,进入对话,1,All
CameraStatesFull_495,NPC,Dialogue,Dialogue_OTS_Player,过肩镜头玩家视角,过肩玩家,1,All
CameraStatesFull_496,NPC,Dialogue,Dialogue_OTS_NPC,过肩镜头NPC视角,过肩NPC,1,All
CameraStatesFull_497,NPC,Dialogue,Dialogue_CloseUp_Player,特写玩家,特写玩家,1,All
CameraStatesFull_498,NPC,Dialogue,Dialogue_CloseUp_NPC,特写NPC,特写NPC,1,All
CameraStatesFull_499,NPC,Dialogue,Dialogue_TwoShot,双人镜头,双人镜头,1,All
CameraStatesFull_500,NPC,Dialogue,Dialogue_Wide,对话全景,对话全景,1,All
CameraStatesFull_501,NPC,Dialogue,Dialogue_Exit,退出对话,退出对话,1,All
CameraStatesFull_502,NPC,Dialogue,Dialogue_Choice,选择选项时,选择选项,1,All
CameraStatesFull_503,NPC,Dialogue,Dialogue_Important,重要对话,重要对话,1,All
CameraStatesFull_504,NPC,Dialogue,Dialogue_Emotional,情感对话,情感对话,1,All
CameraStatesFull_505,NPC,Dialogue,Dialogue_Group,多NPC对话,多NPC对话,2,Some
CameraStatesFull_506,NPC,Dialogue,Dialogue_MultiCharacterSwitch,多角色对话切换,多角色切换,2,Some
CameraStatesFull_507,NPC,Dialogue,Dialogue_Walking,边走边谈,边走边谈,2,Some
CameraStatesFull_508,NPC,Dialogue,Dialogue_SoftLockNPC,对话软锁定NPC,软锁定NPC,1,All
CameraStatesFull_509,NPC,Service,Merchant_Browse,浏览商店,浏览商店,1,All
CameraStatesFull_510,NPC,Service,Merchant_Purchase,购买物品,购买物品,1,All
CameraStatesFull_511,NPC,Service,Merchant_Sell,出售物品,出售物品,1,All
CameraStatesFull_512,NPC,Service,Merchant_TradeCam,商人交易视角,交易视角,1,All
CameraStatesFull_513,NPC,Service,Blacksmith_Upgrade,铁匠强化,铁匠强化,1,All
CameraStatesFull_514,NPC,Service,Blacksmith_Repair,铁匠修理,铁匠修理,1,All
CameraStatesFull_515,NPC,Service,Blacksmith_Infuse,铁匠注魔,铁匠注魔,1,All
CameraStatesFull_516,NPC,Service,Blacksmith_ForgeView,铁匠锻造视角,锻造视角,1,All
CameraStatesFull_517,NPC,Service,Sorcerer_LearnSpell,学习法术,学习法术,1,All
CameraStatesFull_518,NPC,Service,Trainer_LevelUp,升级加点,升级加点,1,All
CameraStatesFull_519,NPC,Service,Healer_Cure,治疗服务,治疗服务,2,Some
CameraStatesFull_520,NPC,Service,Keeper_Attune,调谐装配,调谐装配,1,All
CameraStatesFull_521,NPC,Special,NPC_Give_Item,NPC给予物品,NPC给物品,1,All
CameraStatesFull_522,NPC,Special,NPC_Request,NPC请求任务,NPC请求,1,All
CameraStatesFull_523,NPC,Special,NPC_Betray,NPC背叛,NPC背叛,1,All
CameraStatesFull_524,NPC,Special,NPC_Death,NPC死亡,NPC死亡,1,All
CameraStatesFull_525,NPC,Special,NPC_Transform,NPC变身,NPC变身,1,All
CameraStatesFull_526,NPC,Special,NPC_Summon,召唤NPC,召唤NPC,1,All
CameraStatesFull_527,NPC,Special,NPC_Dismiss,遣散NPC,遣散NPC,1,All
CameraStatesFull_528,NPC,Special,NPC_Follow,NPC跟随状态,NPC跟随,1,All
CameraStatesFull_529,NPC,Special,NPC_Combat_Assist,NPC战斗协助,NPC协助,1,All
CameraStatesFull_530,NPC,Special,NPC_Rescue,救援NPC,救援NPC,2,Some
CameraStatesFull_531,NPC,Special,NPC_Escort,护送NPC,护送NPC,2,Some
CameraStatesFull_532,NPC,Special,NPC_FarewellCloseUp,NPC告别特写,NPC告别,1,All
CameraStatesFull_533,NPC,Special,NPC_Interaction,NPC交互,NPC交互,1,All
CameraStatesFull_534,RestPoint,Bonfire,Bonfire_Approach,接近篝火,接近篝火,1,All
CameraStatesFull_535,RestPoint,Bonfire,Bonfire_Light,点燃篝火,点燃篝火,1,All
CameraStatesFull_536,RestPoint,Bonfire,Bonfire_Sit,坐在篝火旁,坐在篝火,1,All
CameraStatesFull_537,RestPoint,Bonfire,Bonfire_Rest,休息状态,休息状态,1,All
CameraStatesFull_538,RestPoint,Bonfire,Bonfire_Menu,篝火菜单,篝火菜单,1,All
CameraStatesFull_539,RestPoint,Bonfire,Bonfire_LevelUp,在篝火升级,篝火升级,1,All
CameraStatesFull_540,RestPoint,Bonfire,Bonfire_Warp,传送准备,传送准备,1,All
CameraStatesFull_541,RestPoint,Bonfire,Bonfire_WarpOut,传送离开,传送离开,1,All
CameraStatesFull_542,RestPoint,Bonfire,Bonfire_WarpIn,传送到达,传送到达,1,All
CameraStatesFull_543,RestPoint,Bonfire,Bonfire_Stand,从篝火站起,篝火站起,1,All
CameraStatesFull_544,RestPoint,Bonfire,Bonfire_Kindle,强化篝火,强化篝火,1,DarkSouls
CameraStatesFull_545,RestPoint,Checkpoint,Checkpoint_Activate,激活检查点,激活检查点,1,All
CameraStatesFull_546,RestPoint,Checkpoint,Shrine_Pray,祭坛祈祷,祭坛祈祷,1,All
CameraStatesFull_547,RestPoint,Checkpoint,Statue_Touch,触摸雕像,触摸雕像,1,All
CameraStatesFull_548,RestPoint,Checkpoint,Statue_Pray,雕像祈祷,雕像祈祷,1,All
CameraStatesFull_549,RestPoint,Checkpoint,GraceSite_Rest,赐福点休息,赐福点休息,1,EldenRing
CameraStatesFull_550,RestPoint,Checkpoint,GraceSite_Meditate,赐福点冥想,赐福点冥想,1,EldenRing
CameraStatesFull_551,RestPoint,Checkpoint,Lamp_Light,点燃提灯,点燃提灯,1,Bloodborne
CameraStatesFull_552,RestPoint,Checkpoint,Stargazer_Activate,星光器激活,星光器激活,1,LiesOfP
CameraStatesFull_553,RestPoint,Hub,Hub_Enter,进入主城Hub,进入Hub,1,All
CameraStatesFull_554,RestPoint,Hub,Hub_Overview,Hub全景展示,Hub全景,1,All
CameraStatesFull_555,RestPoint,Hub,Hub_Walk,在Hub中行走,Hub行走,1,All
CameraStatesFull_556,RestPoint,Hub,Hub_Exit,离开Hub,离开Hub,1,All
CameraStatesFull_557,RestPoint,Hub,Hub_Return,返回Hub,返回Hub,1,All
CameraStatesFull_558,RestPoint,Hub,Hub_Upgrade,Hub升级发展,Hub升级,2,Some
CameraStatesFull_559,Death,DeathProcess,Death_Normal,普通死亡,普通死亡,1,All
CameraStatesFull_560,Death,DeathProcess,Death_Fall,坠落死亡,坠落死亡,1,All
CameraStatesFull_561,Death,DeathProcess,Death_FromAbove,高空坠落死亡镜头,高空坠落,1,All
CameraStatesFull_562,Death,DeathProcess,Death_Drown,溺水死亡,溺水死亡,1,All
CameraStatesFull_563,Death,DeathProcess,Death_Poison,毒死,毒死,1,All
CameraStatesFull_564,Death,DeathProcess,Death_Curse,诅咒死亡,诅咒死亡,1,All
CameraStatesFull_565,Death,DeathProcess,Death_Burn,烧死,烧死,1,All
